district_name,Month,cards_afsc,cards_fsc,cards_aap,cards_total,units_afsc,units_fsc,units_aap,units_total,rice_req_afsc,rice_req_fsc,rice_req_aap,rice_req_total,op_bal_rice_afsc,op_bal_rice_fsc,op_bal_rice_aap,op_bal_rice_total,qty_rice_toallocate_afsc,qty_rice_toallocate_fsc,qty_rice_toallocate_aap,qty_rice_toallocate_total,%partial_allot,%partial_allot_afsc,%partial_allot_fsc,%partial_allot_aap,%partial_allot_total,%final_allot,fin_allot_afsc,fin_allot_fsc,fin_allot_aap,fin_allot_total,,
Ranga Reddy,"October, 2016",61484,493626,148,555258,167001,1688340,173,1855514,2151940,10130040,1480,12283460,12661,347070,40,359771,2139279,9782970,1440,11923689,0,0,0,0,0,100,2139279,9789899.3,1440,11930618.3,-12661,-352841.7
Ranga Reddy,"October, 2016",13727,523052,24,536803,31321,1745857,27,1777205,480445,10475142,240,10955827,95294,1813254,70,1908618,385151,8661888,170,9047209,0,0,0,0,0,100,385151,8668805.3,170,9054126.3,-95294,-1901700.7
Warangal,"October, 2016",58436,902038,145,960619,159199,2759568,157,2918924,2045260,16557408,1450,18604118,385,73911,0,74296,2044875,16483497,1450,18529822,0,0,0,0,0,100,2044875,16483497,1450,18529822,-385,-74296
Total,"October, 2016",556960,7972055,4983,8533998,1511013,25816062,5161,27332236,19493600,154896372,49830,174439802,319237,4480617,1062,4800916,19174363,150415755,48768,169638886,,0,0,0,0,,19174363,150429601,48768,169652732,-319237,-4787070
Adilabad,"October, 2017",12921,168966,278,182165,39780,593416,283,633479,452235,3560496,2780,4015511,35,8087,10,8132,452200,3552409,2770,4007379,0,0,0,0,0,100,452200,3552409,2770,4007379,-35,-8132
Bhadrdri Kothagudem,"October, 2017",17576,257953,4,275533,46836,771468,4,818308,615160,4628808,40,5244008,2205,113860,0,116065,612955,4514948,40,5127943,0,0,0,0,0,100,612955,4514948,40,5127943,-2205,-116065
Hyderabad,"October, 2017",30765,526978,1462,559205,81463,2010907,1488,2093858,1076775,12065442,14620,13156837,144275,919780,3670,1067725,932500,11145662,10950,12089112,0,0,0,0,0,100,932500,11145662,10950,12089112,-144275,-1067725
Jagityal,"October, 2017",14686,276206,168,291060,37983,804789,174,842946,514010,4828734,1680,5344424,43912,543656,360,587928,470098,4285078,1320,4756496,0,0,0,0,0,100,470098,4285078,1320,4756496,-43912,-587928
Janagaon,"October, 2017",10611,152202,104,162917,31951,482444,110,514505,371385,2894664,1040,3267089,67122,675887,228,743237,304263,2218777,812,2523852,0,0,0,0,0,100,304263,2218777,812,2523852,-67122,-743237
Jayashankar,"October, 2017",17095,190415,44,207554,43704,556445,44,600193,598325,3338670,440,3937435,245,11844,0,12089,598080,3326826,440,3925346,0,0,0,0,0,100,598080,3326826,440,3925346,-245,-12089
Jogulamba Gadwal,"October, 2017",10162,141597,143,151902,27143,502243,148,529534,355670,3013458,1430,3370558,0,5772,0,5772,355670,3007686,1430,3364786,0,0,0,0,0,100,355670,3007686,1430,3364786,0,-5772
Kamareddy,"October, 2017",16322,228803,1093,246218,46497,813109,1110,860716,571270,4878654,10930,5460854,0,7538,0,7538,571270,4871116,10930,5453316,0,0,0,0,0,100,571270,4871116,10930,5453316,0,-7538
Karimnagar,"October, 2017",15986,254951,50,270987,41736,770366,51,812153,559510,4622196,500,5182206,75381,886496,170,962047,484129,3735700,330,4220159,0,0,0,0,0,100,484129,3735700,330,4220159,-75381,-962047
Khammam,"October, 2017",26582,369257,2,395841,72235,1053406,4,1125645,930370,6320436,20,7250826,23870,547395,0,571265,906500,5773041,20,6679561,0,0,0,0,0,100,906500,5773041,20,6679561,-23870,-571265
Kumarambheem,"October, 2017",12094,123558,23,135675,40254,423487,26,463767,423290,2540922,230,2964442,0,11775,0,11775,423290,2529147,230,2952667,0,0,0,0,0,100,423290,2529147,230,2952667,0,-11775
Mahabubabad,"October, 2017",14685,216969,2,231656,40096,662305,5,702406,513975,3973830,20,4487825,770,199497,0,200267,513205,3774333,20,4287558,0,0,0,0,0,100,513205,3774333,20,4287558,-770,-200267
Mahbubnagar,"October, 2017",27998,341780,270,370048,73112,1228461,313,1301886,979930,7370766,2700,8353396,106923,878651,643,986217,873007,6492115,2057,7367179,0,0,0,0,0,100,873007,6492115,2057,7367179,-106923,-986217
Manchiryala,"October, 2017",15055,197353,192,212600,46166,594531,193,640890,526925,3567186,1920,4096031,0,18846,0,18846,526925,3548340,1920,4077185,0,0,0,0,0,100,526925,3548340,1920,4077185,0,-18846
Medak,"October, 2017",13009,194463,87,207559,34493,647188,88,681769,455315,3883128,870,4339313,19071,242751,140,261962,436244,3640377,730,4077351,0,0,0,0,0,100,436244,3640377,730,4077351,-19071,-261962
Medchal,"October, 2017",18342,461480,112,479934,45733,1544918,115,1590766,641970,9269508,1120,9912598,84630,1215475,270,1300375,557340,8054033,850,8612223,0,0,0,0,0,100,557340,8054033,850,8612223,-84630,-1300375
Nagarkarnool,"October, 2017",17039,211565,42,228646,47165,701631,46,748842,596365,4209786,420,4806571,0,6769,0,6769,596365,4203017,420,4799802,0,0,0,0,0,100,596365,4203017,420,4799802,0,-6769
Nalgonda,"October, 2017",28943,420916,73,449932,74599,1293819,74,1368492,1013005,7762914,730,8776649,1050,96952,0,98002,1011955,7665962,730,8678647,0,0,0,0,0,100,1011955,7665962,730,8678647,-1050,-98002
Nirmal,"October, 2017",11752,187605,35,199392,36466,607065,35,643566,411320,3642390,350,4054060,0,9493,0,9493,411320,3632897,350,4044567,0,0,0,0,0,100,411320,3632897,350,4044567,0,-9493
Nizamabad,"October, 2017",19932,355665,1148,376745,54974,1207352,1176,1263502,697620,7244112,11480,7953212,315,17872,10,18197,697305,7226240,11470,7935015,0,0,0,0,0,100,697305,7226240,11470,7935015,-315,-18197
Peddapalli,"October, 2017",12418,199818,184,212420,33828,591719,191,625738,434630,3550314,1840,3986784,770,11735,10,12515,433860,3538579,1830,3974269,0,0,0,0,0,100,433860,3538579,1830,3974269,-770,-12515
Rajanna Siricilla,"October, 2017",13680,153538,221,167439,36380,456389,225,492994,478800,2738334,2210,3219344,55393,495304,614,551311,423407,2243030,1596,2668033,0,0,0,0,0,100,423407,2243030,1596,2668033,-55393,-551311
Ranga Reddy,"October, 2017",35349,482656,45,518050,92994,1632689,58,1725741,1237215,9796134,450,11033799,104109,1092603,110,1196822,1133106,8703531,340,9836977,0,0,0,0,0,100,1133106,8703519,340,9836965,-104109,-1196834
Sangareddy,"October, 2017",27108,333883,117,361108,70786,1133002,120,1203908,948780,6798012,1170,7747962,57122,631508,150,688780,891658,6166504,1020,7059182,0,0,0,0,0,100,891658,6166504,1020,7059182,-57122,-688780
Siddipet,"October, 2017",18839,262551,92,281482,52336,835332,96,887764,659365,5011992,920,5672277,23224,281972,90,305286,636141,4730020,830,5366991,0,0,0,0,0,100,636141,4730020,830,5366991,-23224,-305286
Suryapet,"October, 2017",18796,288568,50,307414,50280,855132,51,905463,657860,5130792,500,5789152,4534,293744,10,298288,653326,4837048,490,5490864,0,0,0,0,0,100,653326,4837048,490,5490864,-4534,-298288
Vikarabad,"October, 2017",26770,204450,42,231262,74079,730520,48,804647,936950,4383120,420,5320490,37798,296511,40,334349,899152,4086609,380,4986141,0,0,0,0,0,100,899152,4086609,380,4986141,-37798,-334349
Wanaparthy,"October, 2017",9816,140708,121,150645,28717,482840,130,511687,343560,2897040,1210,3241810,0,6502,0,6502,343560,2890538,1210,3235308,0,0,0,0,0,100,343560,2890538,1210,3235308,0,-6502
Warangal,"October, 2017",12164,240515,22,252701,33850,733202,22,767074,425740,4399212,220,4825172,37194,660653,60,697907,388546,3738559,160,4127265,0,0,0,0,0,100,388546,3738559,160,4127265,-37194,-697907
Warangal Rural,"October, 2017",12187,206067,15,218269,31663,620942,18,652623,426545,3725652,150,4152347,47592,590977,14,638583,378953,3134675,136,3513764,0,0,0,0,0,100,378953,3134675,136,3513764,-47592,-638583
Yadadri Bhuvanagiri,"October, 2017",13186,190975,0,204161,35763,604893,0,640656,461510,3629358,0,4090868,1085,24948,0,26033,460425,3604410,0,4064835,0,0,0,0,0,100,460425,3604410,0,4064835,-1085,-26033
Total,"October, 2017",551868,7982411,6241,8540520,1503062,25946010,6446,27455518,19315380,155676060,62410,175053850,938625,10804853,6599,11750077,18376755,144871207,55811,163303773,,0,0,0,0,,18376755,144871195,55811,163303761,-938625,-11750089
Adilabad,"October, 2018",12914,171243,276,184433,39578,597541,281,637400,451990,3585246,2760,4039996,14070,177350,404,191824,437920,3407896,2356,3848172,0,0,0,0,0,100,437920,3407896,2356,3848172,-14070,-191824
Bhadrdri Kothagudem,"October, 2018",17570,259160,4,276734,46645,773257,4,819906,614950,4639542,40,5254532,67113,683152,0,750265,547837,3956390,40,4504267,0,0,0,0,0,100,547837,3956390,40,4504267,-67113,-750265
Hyderabad,"October, 2018",30646,525847,1436,557929,81212,2007602,1467,2090281,1072610,12045612,14360,13132582,145802,1096274,4190,1246266,926808,10949338,10170,11886316,0,0,0,0,0,100,926808,10949338,10170,11886316,-145802,-1246266
Jagityal,"October, 2018",14660,286056,166,300882,37774,839947,178,877899,513100,5039682,1660,5554442,25998,358719,224,384941,487102,4680963,1436,5169501,0,0,0,0,0,100,487102,4680963,1436,5169501,-25998,-384941
Janagaon,"October, 2018",10612,154813,104,165529,31847,489604,110,521561,371420,2937624,1040,3310084,43615,454304,250,498169,327805,2483320,790,2811915,0,0,0,0,0,100,327805,2483320,790,2811915,-43615,-498169
Jayashankar,"October, 2018",17092,192829,44,209965,43380,562068,44,605492,598220,3372408,440,3971068,62441,552282,150,614873,535779,2820126,290,3356195,0,0,0,0,0,100,535779,2820126,290,3356195,-62441,-614873
Jogulamba Gadwal,"October, 2018",10163,143481,143,153787,27193,510619,148,537960,355705,3063714,1430,3420849,28901,334904,470,364275,326804,2728810,960,3056574,0,0,0,0,0,100,326804,2728810,960,3056574,-28901,-364275
Kamareddy,"October, 2018",16331,230665,1094,248090,46545,820146,1120,867811,571585,4920876,10940,5503401,35013,327759,1726,364498,536572,4593117,9214,5138903,0,0,0,0,0,100,536572,4593117,9214,5138903,-35013,-364498
Karimnagar,"October, 2018",15968,254884,49,270901,41444,768082,50,809576,558880,4608492,490,5167862,31529,405545,116,437190,527351,4202947,374,4730672,0,0,0,0,0,100,527351,4202947,374,4730672,-31529,-437190
Khammam,"October, 2018",26572,378025,2,404599,71772,1076155,4,1147931,930020,6456930,20,7386970,159499,1296272,0,1455771,770521,5160658,20,5931199,0,0,0,0,0,100,770521,5160658,20,5931199,-159499,-1455771
Kumarambheem,"October, 2018",12088,123905,23,136016,40194,424711,26,464931,423080,2548266,230,2971576,16682,140498,10,157190,406398,2407768,220,2814386,0,0,0,0,0,100,406398,2407768,220,2814386,-16682,-157190
Mahabubabad,"October, 2018",14675,218022,2,232699,39955,664655,5,704615,513625,3987930,20,4501575,127191,959337,10,1086538,386434,3028593,10,3415037,0,0,0,0,0,100,386434,3028593,10,3415037,-127191,-1086538
Mahbubnagar,"October, 2018",27989,344134,269,372392,73118,1234555,312,1307985,979615,7407330,2690,8389635,122517,940543,946,1064006,857098,6466787,1744,7325629,0,0,0,0,0,100,857098,6466787,1744,7325629,-122517,-1064006
Manchiryala,"October, 2018",15042,197778,192,213012,45876,592673,193,638742,526470,3556038,1920,4084428,35713,406482,570,442765,490757,3149556,1350,3641663,0,0,0,0,0,100,490757,3149556,1350,3641663,-35713,-442765
Medak,"October, 2018",13009,194560,85,207654,34413,649113,86,683612,455315,3894678,850,4350843,31030,406751,160,437941,424285,3487927,690,3912902,0,0,0,0,0,100,424285,3487927,690,3912902,-31030,-437941
Medchal,"October, 2018",18330,462914,112,481356,45722,1551650,115,1597487,641550,9309900,1120,9952570,58866,840922,448,900236,582684,8468978,672,9052334,0,0,0,0,0,100,582684,8468978,672,9052334,-58866,-900236
Nagarkarnool,"October, 2018",17033,212009,42,229084,47030,700777,46,747853,596155,4204662,420,4801237,87570,685257,134,772961,508585,3519405,286,4028276,0,0,0,0,0,100,508585,3519405,286,4028276,-87570,-772961
Nalgonda,"October, 2018",28901,423957,73,452931,74325,1307750,74,1382149,1011535,7846500,730,8858765,127697,1332046,179,1459922,883838,6514454,551,7398843,0,0,0,0,0,100,883838,6514454,551,7398843,-127697,-1459922
Nirmal,"October, 2018",11756,188595,35,200386,36379,608357,35,644771,411460,3650142,350,4061952,12770,195784,80,208634,398690,3454358,270,3853318,0,0,0,0,0,100,398690,3454358,270,3853318,-12770,-208634
Nizamabad,"October, 2018",19968,358573,1149,379690,54850,1211866,1176,1267892,698880,7271196,11490,7981566,24728,321605,1621,347954,674152,6949591,9869,7633612,0,0,0,0,0,100,674152,6949591,9869,7633612,-24728,-347954
Peddapalli,"October, 2018",12402,200275,183,212860,33631,591864,191,625686,434070,3551184,1830,3987084,34992,391254,496,426742,399078,3159930,1334,3560342,0,0,0,0,0,100,399078,3159930,1334,3560342,-34992,-426742
Rajanna Siricilla,"October, 2018",13671,156298,219,170188,36138,459875,223,496236,478485,2759250,2190,3239925,28735,243758,416,272909,449750,2515492,1774,2967016,0,0,0,0,0,100,449750,2515492,1774,2967016,-28735,-272909
Ranga Reddy,"October, 2018",35213,483045,44,518302,92594,1632399,56,1725049,1232455,9794394,440,11027289,88772,794857,151,883780,1143683,8999537,289,10143509,0,0,0,0,0,100,1143683,8999525,289,10143497,-88772,-883792
Sangareddy,"October, 2018",27108,341164,115,368387,70937,1169360,120,1240417,948780,7016160,1150,7966090,53482,669646,242,723370,895298,6346514,908,7242720,0,0,0,0,0,100,895298,6346514,908,7242720,-53482,-723370
Siddipet,"October, 2018",18859,265171,91,284121,52028,840562,93,892683,660065,5043372,910,5704347,31960,405295,166,437421,628105,4638077,744,5266926,0,0,0,0,0,100,628105,4638077,744,5266926,-31960,-437421
Suryapet,"October, 2018",18778,293228,49,312055,49932,865570,50,915552,657230,5193420,490,5851140,110169,955951,90,1066210,547061,4237469,400,4784930,0,0,0,0,0,100,547061,4237469,400,4784930,-110169,-1066210
Vikarabad,"October, 2018",26765,205669,42,232476,73862,733167,47,807076,936775,4399002,420,5336197,66756,453413,86,520255,870019,3945589,334,4815942,0,0,0,0,0,100,870019,3945589,334,4815942,-66756,-520255
Wanaparthy,"October, 2018",9816,141863,118,151797,28644,485618,127,514389,343560,2913708,1180,3258448,44164,365731,314,410209,299396,2547977,866,2848239,0,0,0,0,0,100,299396,2547977,866,2848239,-44164,-410209
Warangal,"October, 2018",12165,247715,22,259902,33605,750674,22,784301,425775,4504044,220,4930039,29339,420781,50,450170,396436,4083263,170,4479869,0,0,0,0,0,100,396436,4083263,170,4479869,-29339,-450170
Warangal Rural,"October, 2018",12164,206386,15,218565,31478,622323,18,653819,425740,3733938,150,4159828,52957,639586,42,692585,372783,3094352,108,3467243,0,0,0,0,0,100,372783,3094352,108,3467243,-52957,-692585
Yadadri Bhuvanagiri,"October, 2018",13155,190690,0,203845,35570,602951,0,638521,460425,3617706,0,4078131,32544,354801,0,387345,427881,3262905,0,3690786,0,0,0,0,0,100,427881,3262905,0,3690786,-32544,-387345
Total,"October, 2018",551415,8052954,6198,8610567,1497671,26145491,6421,27649583,19299525,156872946,61980,176234451,1832615,17610859,13741,19457215,17466910,139262087,48239,156777236,,0,0,0,0,,17466910,139262075,48239,156777224,-1832615,-19457227
Adilabad,"September, 2015",52247,686530,289,739066,163675,2179768,300,2343743,1828645,13078608,2890,14910143,105,25956,0,26061,1828540,13052652,2890,14884082,0,0,0,0,0,100,1828540,13052652,2890,14884082,-105,-26061
Hyderabad,"September, 2015",42887,769927,366,813180,102749,2664298,420,2767467,1501045,15985788,3660,17490493,127876,1862868,94,1990838,1373169,14122920,3566,15499655,75,1125771,11989324,2797,13117892,25,247398,2133596,769,2381763,-1253647,-15108730
Karimnagar,"September, 2015",67502,1020614,559,1088675,178047,2934453,580,3113080,2362570,17606718,5590,19974878,1192,59006,10,60208,2361378,17547712,5580,19914670,0,0,0,0,0,100,2361378,17547712,5580,19914670,-1192,-60208
Khammam,"September, 2015",46464,677608,9,724081,125816,1938798,11,2064625,1626240,11632788,90,13259118,2835,134269,0,137104,1623405,11498519,90,13122014,0,0,0,0,0,100,1623405,11498519,90,13122014,-2835,-137104
Mahbubnagar,"September, 2015",69858,985015,400,1055273,187722,3346915,454,3535091,2445030,20081490,4000,22530520,35,52291,0,52326,2444995,20029199,4000,22478194,0,0,0,0,0,100,2444995,20029199,4000,22478194,-35,-52326
Medak,"September, 2015",54431,735985,184,790600,145431,2368981,189,2514601,1905085,14213886,1840,16120811,784,92201,0,92985,1904301,14121685,1840,16027826,0,0,0,0,0,100,1904301,14121685,1840,16027826,-784,-92985
Nalgonda,"September, 2015",61652,924840,107,986599,161947,2700763,113,2862823,2157820,16204578,1070,18363468,3556,223807,0,227363,2154264,15980771,1070,18136105,0,0,0,0,0,100,2154264,15980771,1070,18136105,-3556,-227363
Nizamabad,"September, 2015",38079,589633,1621,629333,106009,2000471,1637,2108117,1332765,12002826,16210,13351801,770,44553,10,45333,1331995,11958273,16200,13306468,0,0,0,0,0,100,1331995,11958273,16200,13306468,-770,-45333
Ranga Reddy,"September, 2015",62913,527154,128,590195,171118,1784024,155,1955297,2201955,10704144,1280,12907379,3542,264778,0,268320,2198413,10439366,1280,12639059,0,0,0,0,0,100,2198413,10439366,1280,12639059,-3542,-268320
Ranga Reddy,"September, 2015",14083,558585,4,572672,32029,1855532,12,1887573,492905,11133192,40,11626137,26187,1333516,0,1359703,466718,9799676,40,10266434,75,369668,8349878,31,8719577,25,97050,1449798,9,1546857,-395855,-10079280
Warangal,"September, 2015",58845,921810,28,980683,160588,2769397,41,2930026,2059575,16616382,280,18676237,920,75616,0,76536,2058655,16540766,280,18599701,0,0,0,0,0,100,2058655,16540766,280,18599701,-920,-76536
Total,"September, 2015",568961,8397701,3695,8970357,1535131,26543400,3912,28082443,19913635,159260400,36950,179210985,167802,4168861,114,4336777,19745833,155091539,36836,174874208,,1495439,20339202,2828,21837469,,18250394,134752337,34008,153036739,-1663241,-26174246
Adilabad,"September, 2016",51850,675661,524,728035,162800,2206654,533,2369987,1814750,13239924,5240,15059914,35,49031,0,49066,1814715,13190893,5240,15010848,0,0,0,0,0,100,1814715,13190893,5240,15010848,-35,-49066
Hyderabad,"September, 2016",36330,586005,342,622677,89611,2152721,363,2242695,1271550,12916326,3420,14191296,278806,1815925,1148,2095879,992744,11100401,2272,12095417,0,0,0,0,0,100,992744,11100401,2272,12095417,-278806,-2095879
Karimnagar,"September, 2016",66770,1005516,669,1072955,176699,2975165,687,3152551,2336950,17850990,6690,20194630,2905,68785,80,71770,2334045,17782205,6610,20122860,0,0,0,0,0,100,2334850,17788469,6620,20129939,-2100,-64691
Khammam,"September, 2016",46580,664879,8,711467,125734,1930470,10,2056214,1630300,11582820,80,13213200,3529,98079,0,101608,1626771,11484741,80,13111592,0,0,0,0,0,100,1626771,11486741,80,13113592,-3529,-99608
Mahbubnagar,"September, 2016",70409,952181,583,1023173,190061,3312162,629,3502852,2464315,19872972,5830,22343117,35,32509,0,32544,2464280,19840463,5830,22310573,0,0,0,0,0,100,2464280,19840463,5830,22310573,-35,-32544
Medak,"September, 2016",54321,716034,288,770643,144915,2379452,294,2524661,1901235,14276712,2880,16180827,259,41970,0,42229,1900976,14234742,2880,16138598,0,0,0,0,0,100,1900976,14234742,2880,16138598,-259,-42229
Nalgonda,"September, 2016",61566,906000,129,967695,162637,2760131,131,2922899,2154810,16560786,1290,18716886,2235,131285,0,133520,2152575,16429501,1290,18583366,0,0,0,0,0,100,2152575,16429501,1290,18583366,-2235,-133520
Nizamabad,"September, 2016",37361,582804,2156,622321,103848,2003463,2192,2109503,1307635,12020778,21560,13349973,140,26997,0,27137,1307495,11993781,21560,13322836,0,0,0,0,0,100,1307495,11993781,21560,13322836,-140,-27137
Ranga Reddy,"September, 2016",61693,502137,149,563979,167671,1718423,175,1886269,2159255,10310538,1490,12471283,12446,371880,0,384326,2146809,9938658,1490,12086957,0,0,0,0,0,100,2146809,9938658,1490,12086957,-12446,-384326
